icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD10,C95,C9510,malig_myelolymph,Chronic leukemia of unspecified cell type not having achieved remission
DIAG-ICD10,C95,C9511,malig_myelolymph,"Chronic leukemia of unspecified cell type, in remission"
DIAG-ICD10,C95,C9512,malig_myelolymph,"Chronic leukemia of unspecified cell type, in relapse"
DIAG-ICD10,C95,C9590,malig_myelolymph,"Leukemia, unspecified not having achieved remission"
DIAG-ICD10,C95,C9591,malig_myelolymph,"Leukemia, unspecified, in remission"
DIAG-ICD10,C95,C9592,malig_myelolymph,"Leukemia, unspecified, in relapse"
DIAG-ICD10,C96,C960,malig_myelolymph,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis
DIAG-ICD10,C96,C9620,malig_myelolymph,"Malignant mast cell neoplasm, unspecified"
DIAG-ICD10,C96,C9621,malig_myelolymph,Aggressive systemic mastocytosis
DIAG-ICD10,C96,C9622,malig_myelolymph,Mast cell sarcoma
DIAG-ICD10,C96,C9629,malig_myelolymph,Other malignant mast cell neoplasm
DIAG-ICD10,C96,C964,malig_myelolymph,Sarcoma of dendritic cells (accessory cells)
DIAG-ICD10,C96,C965,malig_myelolymph,Multifocal and unisystemic Langerhans-cell histiocytosis
DIAG-ICD10,C96,C966,malig_myelolymph,Unifocal Langerhans-cell histiocytosis
DIAG-ICD10,C96,C969,malig_myelolymph,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified"
DIAG-ICD10,C96,C96A,malig_myelolymph,Histiocytic sarcoma
DIAG-ICD10,C96,C96Z,malig_myelolymph,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue"
DIAG-ICD9,140,140,malig_solid,"Malignant neoplasm of upper lip, vermilion border"
DIAG-ICD9,140,1401,malig_solid,"Malignant neoplasm of lower lip, vermilion border"
DIAG-ICD9,140,1403,malig_solid,"Malignant neoplasm of upper lip, inner aspect"
DIAG-ICD9,140,1404,malig_solid,"Malignant neoplasm of lower lip, inner aspect"
DIAG-ICD9,140,1405,malig_solid,"Malignant neoplasm of lip, unspecified, inner aspect"
DIAG-ICD9,140,1406,malig_solid,Malignant neoplasm of commissure of lip
DIAG-ICD9,140,1408,malig_solid,Malignant neoplasm of other sites of lip
DIAG-ICD9,140,1409,malig_solid,"Malignant neoplasm of lip, unspecified, vermilion border"
DIAG-ICD9,141,141,malig_solid,Malignant neoplasm of base of tongue
DIAG-ICD9,141,1411,malig_solid,Malignant neoplasm of dorsal surface of tongue
DIAG-ICD9,141,1412,malig_solid,Malignant neoplasm of tip and lateral border of tongue
DIAG-ICD9,141,1413,malig_solid,Malignant neoplasm of ventral surface of tongue
DIAG-ICD9,141,1414,malig_solid,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
DIAG-ICD9,141,1415,malig_solid,Malignant neoplasm of junctional zone of tongue
DIAG-ICD9,141,1416,malig_solid,Malignant neoplasm of lingual tonsil
DIAG-ICD9,141,1418,malig_solid,Malignant neoplasm of other sites of tongue
DIAG-ICD9,141,1419,malig_solid,"Malignant neoplasm of tongue, unspecified"
DIAG-ICD9,142,142,malig_solid,Malignant neoplasm of parotid gland
DIAG-ICD9,142,1421,malig_solid,Malignant neoplasm of submandibular gland
DIAG-ICD9,142,1422,malig_solid,Malignant neoplasm of sublingual gland
DIAG-ICD9,142,1428,malig_solid,Malignant neoplasm of other major salivary glands
DIAG-ICD9,142,1429,malig_solid,"Malignant neoplasm of salivary gland, unspecified"
DIAG-ICD9,143,143,malig_solid,Malignant neoplasm of upper gum
DIAG-ICD9,143,1431,malig_solid,Malignant neoplasm of lower gum
DIAG-ICD9,143,1438,malig_solid,Malignant neoplasm of other sites of gum
DIAG-ICD9,143,1439,malig_solid,"Malignant neoplasm of gum, unspecified"
DIAG-ICD9,144,144,malig_solid,Malignant neoplasm of anterior portion of floor of mouth
DIAG-ICD9,144,1441,malig_solid,Malignant neoplasm of lateral portion of floor of mouth
DIAG-ICD9,144,1448,malig_solid,Malignant neoplasm of other sites of floor of mouth
DIAG-ICD9,144,1449,malig_solid,"Malignant neoplasm of floor of mouth, part unspecified"
DIAG-ICD9,145,145,malig_solid,Malignant neoplasm of cheek mucosa
DIAG-ICD9,145,1451,malig_solid,Malignant neoplasm of vestibule of mouth
DIAG-ICD9,145,1452,malig_solid,Malignant neoplasm of hard palate
DIAG-ICD9,145,1453,malig_solid,Malignant neoplasm of soft palate
DIAG-ICD9,145,1454,malig_solid,Malignant neoplasm of uvula
DIAG-ICD9,145,1455,malig_solid,"Malignant neoplasm of palate, unspecified"
DIAG-ICD9,145,1456,malig_solid,Malignant neoplasm of retromolar area
DIAG-ICD9,145,1458,malig_solid,Malignant neoplasm of other specified parts of mouth
DIAG-ICD9,145,1459,malig_solid,"Malignant neoplasm of mouth, unspecified"
DIAG-ICD9,146,146,malig_solid,Malignant neoplasm of tonsil
DIAG-ICD9,146,1461,malig_solid,Malignant neoplasm of tonsillar fossa
DIAG-ICD9,146,1462,malig_solid,Malignant neoplasm of tonsillar pillars (anterior) (posterior)
DIAG-ICD9,146,1463,malig_solid,Malignant neoplasm of vallecula epiglottica
DIAG-ICD9,146,1464,malig_solid,Malignant neoplasm of anterior aspect of epiglottis
DIAG-ICD9,146,1465,malig_solid,Malignant neoplasm of junctional region of oropharynx
DIAG-ICD9,146,1466,malig_solid,Malignant neoplasm of lateral wall of oropharynx
DIAG-ICD9,146,1467,malig_solid,Malignant neoplasm of posterior wall of oropharynx
DIAG-ICD9,146,1468,malig_solid,Malignant neoplasm of other specified sites of oropharynx
DIAG-ICD9,146,1469,malig_solid,"Malignant neoplasm of oropharynx, unspecified site"
DIAG-ICD9,147,147,malig_solid,Malignant neoplasm of superior wall of nasopharynx
DIAG-ICD9,147,1471,malig_solid,Malignant neoplasm of posterior wall of nasopharynx
DIAG-ICD9,147,1472,malig_solid,Malignant neoplasm of lateral wall of nasopharynx
DIAG-ICD9,147,1473,malig_solid,Malignant neoplasm of anterior wall of nasopharynx
DIAG-ICD9,147,1478,malig_solid,Malignant neoplasm of other specified sites of nasopharynx
DIAG-ICD9,147,1479,malig_solid,"Malignant neoplasm of nasopharynx, unspecified site"
DIAG-ICD9,148,148,malig_solid,Malignant neoplasm of postcricoid region of hypopharynx
DIAG-ICD9,148,1481,malig_solid,Malignant neoplasm of pyriform sinus
DIAG-ICD9,148,1482,malig_solid,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect"
DIAG-ICD9,148,1483,malig_solid,Malignant neoplasm of posterior hypopharyngeal wall
DIAG-ICD9,148,1488,malig_solid,Malignant neoplasm of other specified sites of hypopharynx
DIAG-ICD9,148,1489,malig_solid,"Malignant neoplasm of hypopharynx, unspecified site"
DIAG-ICD9,149,149,malig_solid,"Malignant neoplasm of pharynx, unspecified"
DIAG-ICD9,149,1491,malig_solid,Malignant neoplasm of waldeyer's ring
DIAG-ICD9,149,1498,malig_solid,Malignant neoplasm of other sites within the lip and oral cavity
DIAG-ICD9,149,1499,malig_solid,Malignant neoplasm of ill-defined sites within the lip and oral cavity
DIAG-ICD9,150,150,malig_solid,Malignant neoplasm of cervical esophagus
DIAG-ICD9,150,1501,malig_solid,Malignant neoplasm of thoracic esophagus
DIAG-ICD9,150,1502,malig_solid,Malignant neoplasm of abdominal esophagus
DIAG-ICD9,150,1503,malig_solid,Malignant neoplasm of upper third of esophagus
DIAG-ICD9,150,1504,malig_solid,Malignant neoplasm of middle third of esophagus
DIAG-ICD9,150,1505,malig_solid,Malignant neoplasm of lower third of esophagus
DIAG-ICD9,150,1508,malig_solid,Malignant neoplasm of other specified part of esophagus
DIAG-ICD9,150,1509,malig_solid,"Malignant neoplasm of esophagus, unspecified site"
DIAG-ICD9,151,151,malig_solid,Malignant neoplasm of cardia
DIAG-ICD9,151,1511,malig_solid,Malignant neoplasm of pylorus
DIAG-ICD9,151,1512,malig_solid,Malignant neoplasm of pyloric antrum
DIAG-ICD9,151,1513,malig_solid,Malignant neoplasm of fundus of stomach
DIAG-ICD9,151,1514,malig_solid,Malignant neoplasm of body of stomach
DIAG-ICD9,151,1515,malig_solid,"Malignant neoplasm of lesser curvature of stomach, unspecified"
DIAG-ICD9,151,1516,malig_solid,"Malignant neoplasm of greater curvature of stomach, unspecified"
DIAG-ICD9,151,1518,malig_solid,Malignant neoplasm of other specified sites of stomach
DIAG-ICD9,151,1519,malig_solid,"Malignant neoplasm of stomach, unspecified site"
DIAG-ICD9,152,152,malig_solid,Malignant neoplasm of duodenum
DIAG-ICD9,152,1521,malig_solid,Malignant neoplasm of jejunum
DIAG-ICD9,152,1522,malig_solid,Malignant neoplasm of ileum
DIAG-ICD9,152,1523,malig_solid,Malignant neoplasm of Meckel's diverticulum
DIAG-ICD9,152,1528,malig_solid,Malignant neoplasm of other specified sites of small intestine
DIAG-ICD9,152,1529,malig_solid,"Malignant neoplasm of small intestine, unspecified site"
DIAG-ICD9,153,153,malig_solid,Malignant neoplasm of hepatic flexure
DIAG-ICD9,153,1531,malig_solid,Malignant neoplasm of transverse colon
DIAG-ICD9,153,1532,malig_solid,Malignant neoplasm of descending colon
DIAG-ICD9,153,1533,malig_solid,Malignant neoplasm of sigmoid colon
DIAG-ICD9,153,1534,malig_solid,Malignant neoplasm of cecum
DIAG-ICD9,153,1535,malig_solid,Malignant neoplasm of appendix vermiformis
DIAG-ICD9,153,1536,malig_solid,Malignant neoplasm of ascending colon
DIAG-ICD9,153,1537,malig_solid,Malignant neoplasm of splenic flexure
DIAG-ICD9,153,1538,malig_solid,Malignant neoplasm of other specified sites of large intestine
DIAG-ICD9,153,1539,malig_solid,"Malignant neoplasm of colon, unspecified site"
DIAG-ICD9,154,154,malig_solid,Malignant neoplasm of rectosigmoid junction
DIAG-ICD9,154,1541,malig_solid,Malignant neoplasm of rectum
DIAG-ICD9,154,1542,malig_solid,Malignant neoplasm of anal canal
DIAG-ICD9,154,1543,malig_solid,"Malignant neoplasm of anus, unspecified site"
DIAG-ICD9,154,1548,malig_solid,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus"
DIAG-ICD9,155,155,malig_solid,"Malignant neoplasm of liver, primary"
DIAG-ICD9,155,1551,malig_solid,Malignant neoplasm of intrahepatic bile ducts
DIAG-ICD9,155,1552,malig_solid,"Malignant neoplasm of liver, not specified as primary or secondary"
DIAG-ICD9,156,156,malig_solid,Malignant neoplasm of gallbladder
DIAG-ICD9,156,1561,malig_solid,Malignant neoplasm of extrahepatic bile ducts
DIAG-ICD9,156,1562,malig_solid,Malignant neoplasm of ampulla of vater
DIAG-ICD9,156,1568,malig_solid,Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts
DIAG-ICD9,156,1569,malig_solid,"Malignant neoplasm of biliary tract, part unspecified site"
DIAG-ICD9,157,157,malig_solid,Malignant neoplasm of head of pancreas
DIAG-ICD9,157,1571,malig_solid,Malignant neoplasm of body of pancreas
DIAG-ICD9,157,1572,malig_solid,Malignant neoplasm of tail of pancreas
DIAG-ICD9,157,1573,malig_solid,Malignant neoplasm of pancreatic duct
DIAG-ICD9,157,1574,malig_solid,Malignant neoplasm of islets of langerhans
DIAG-ICD9,157,1578,malig_solid,Malignant neoplasm of other specified sites of pancreas
DIAG-ICD9,157,1579,malig_solid,"Malignant neoplasm of pancreas, part unspecified"
DIAG-ICD9,158,158,malig_solid,Malignant neoplasm of retroperitoneum
DIAG-ICD9,158,1588,malig_solid,Malignant neoplasm of specified parts of peritoneum
DIAG-ICD9,158,1589,malig_solid,"Malignant neoplasm of peritoneum, unspecified"
DIAG-ICD9,159,159,malig_solid,"Malignant neoplasm of intestinal tract, part unspecified"
DIAG-ICD9,159,1591,malig_solid,"Malignant neoplasm of spleen, not elsewhere classified"
DIAG-ICD9,159,1598,malig_solid,Malignant neoplasm of other sites of digestive system and intra-abdominal organs
DIAG-ICD9,159,1599,malig_solid,Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum
DIAG-ICD9,160,160,malig_solid,Malignant neoplasm of nasal cavities
DIAG-ICD9,160,1601,malig_solid,"Malignant neoplasm of auditory tube, middle ear, and mastoid air cells"
DIAG-ICD9,160,1602,malig_solid,Malignant neoplasm of maxillary sinus
DIAG-ICD9,160,1603,malig_solid,Malignant neoplasm of ethmoidal sinus
DIAG-ICD9,160,1604,malig_solid,Malignant neoplasm of frontal sinus
DIAG-ICD9,160,1605,malig_solid,Malignant neoplasm of sphenoidal sinus
DIAG-ICD9,160,1608,malig_solid,Malignant neoplasm of other accessory sinuses
DIAG-ICD9,160,1609,malig_solid,"Malignant neoplasm of accessory sinus, unspecified"
DIAG-ICD9,161,161,malig_solid,Malignant neoplasm of glottis
DIAG-ICD9,161,1611,malig_solid,Malignant neoplasm of supraglottis
DIAG-ICD9,161,1612,malig_solid,Malignant neoplasm of subglottis
DIAG-ICD9,161,1613,malig_solid,Malignant neoplasm of laryngeal cartilages
DIAG-ICD9,161,1618,malig_solid,Malignant neoplasm of other specified sites of larynx
DIAG-ICD9,161,1619,malig_solid,"Malignant neoplasm of larynx, unspecified"
DIAG-ICD9,162,162,malig_solid,Malignant neoplasm of trachea
DIAG-ICD9,162,1622,malig_solid,Malignant neoplasm of main bronchus
DIAG-ICD9,162,1623,malig_solid,"Malignant neoplasm of upper lobe, bronchus or lung"
DIAG-ICD9,162,1624,malig_solid,"Malignant neoplasm of middle lobe, bronchus or lung"
DIAG-ICD9,162,1625,malig_solid,"Malignant neoplasm of lower lobe, bronchus or lung"
DIAG-ICD9,162,1628,malig_solid,Malignant neoplasm of other parts of bronchus or lung
DIAG-ICD9,162,1629,malig_solid,"Malignant neoplasm of bronchus and lung, unspecified"
DIAG-ICD9,163,163,malig_solid,Malignant neoplasm of parietal pleura
DIAG-ICD9,163,1631,malig_solid,Malignant neoplasm of visceral pleura
DIAG-ICD9,163,1638,malig_solid,Malignant neoplasm of other specified sites of pleura
DIAG-ICD9,163,1639,malig_solid,"Malignant neoplasm of pleura, unspecified"
DIAG-ICD9,164,164,malig_solid,Malignant neoplasm of thymus
DIAG-ICD9,164,1641,malig_solid,Malignant neoplasm of heart
DIAG-ICD9,164,1642,malig_solid,Malignant neoplasm of anterior mediastinum
DIAG-ICD9,164,1643,malig_solid,Malignant neoplasm of posterior mediastinum
DIAG-ICD9,164,1648,malig_solid,Malignant neoplasm of other parts of mediastinum
DIAG-ICD9,164,1649,malig_solid,"Malignant neoplasm of mediastinum, part unspecified"
DIAG-ICD9,165,165,malig_solid,"Malignant neoplasm of upper respiratory tract, part unspecified"
DIAG-ICD9,165,1658,malig_solid,Malignant neoplasm of other sites within the respiratory system and intrathoracic organs
DIAG-ICD9,165,1659,malig_solid,Malignant neoplasm of ill-defined sites within the respiratory system
DIAG-ICD9,170,170,malig_solid,"Malignant neoplasm of bones of skull and face, except mandible"
DIAG-ICD9,170,1701,malig_solid,Malignant neoplasm of mandible
DIAG-ICD9,170,1702,malig_solid,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"
DIAG-ICD9,170,1703,malig_solid,"Malignant neoplasm of ribs, sternum, and clavicle"
DIAG-ICD9,170,1704,malig_solid,Malignant neoplasm of scapula and long bones of upper limb
DIAG-ICD9,170,1705,malig_solid,Malignant neoplasm of short bones of upper limb
DIAG-ICD9,170,1706,malig_solid,"Malignant neoplasm of pelvic bones, sacrum, and coccyx"
DIAG-ICD9,170,1707,malig_solid,Malignant neoplasm of long bones of lower limb
DIAG-ICD9,170,1708,malig_solid,Malignant neoplasm of short bones of lower limb
DIAG-ICD9,170,1709,malig_solid,"Malignant neoplasm of bone and articular cartilage, site unspecified"
DIAG-ICD9,171,171,malig_solid,"Malignant neoplasm of connective and other soft tissue of head, face, and neck"
DIAG-ICD9,171,1712,malig_solid,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
DIAG-ICD9,171,1713,malig_solid,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip"
DIAG-ICD9,171,1714,malig_solid,Malignant neoplasm of connective and other soft tissue of thorax
DIAG-ICD9,171,1715,malig_solid,Malignant neoplasm of connective and other soft tissue of abdomen
DIAG-ICD9,171,1716,malig_solid,Malignant neoplasm of connective and other soft tissue of pelvis
DIAG-ICD9,171,1717,malig_solid,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified"
DIAG-ICD9,171,1718,malig_solid,Malignant neoplasm of other specified sites of connective and other soft tissue
DIAG-ICD9,171,1719,malig_solid,"Malignant neoplasm of connective and other soft tissue, site unspecified"
DIAG-ICD9,172,172,malig_solid,Malignant melanoma of skin of lip
DIAG-ICD9,172,1721,malig_solid,"Malignant melanoma of skin of eyelid, including canthus"
DIAG-ICD9,172,1722,malig_solid,Malignant melanoma of skin of ear and external auditory canal
DIAG-ICD9,172,1723,malig_solid,Malignant melanoma of skin of other and unspecified parts of face
DIAG-ICD9,172,1724,malig_solid,Malignant melanoma of skin of scalp and neck
DIAG-ICD9,172,1725,malig_solid,"Malignant melanoma of skin of trunk, except scrotum"
DIAG-ICD9,172,1726,malig_solid,"Malignant melanoma of skin of upper limb, including shoulder"
DIAG-ICD9,172,1727,malig_solid,"Malignant melanoma of skin of lower limb, including hip"
DIAG-ICD9,172,1728,malig_solid,Malignant melanoma of other specified sites of skin
DIAG-ICD9,172,1729,malig_solid,"Melanoma of skin, site unspecified"
DIAG-ICD9,173,173,malig_solid,Unspecified malignant neoplasm of skin of lip
DIAG-ICD9,173,17301,malig_solid,Basal cell carcinoma of skin of lip
DIAG-ICD9,173,17302,malig_solid,Squamous cell carcinoma of skin of lip
DIAG-ICD9,173,17309,malig_solid,Other specified malignant neoplasm of skin of lip
DIAG-ICD9,173,1731,malig_solid,"Unspecified malignant neoplasm of eyelid, including canthus"
DIAG-ICD9,173,17311,malig_solid,"Basal cell carcinoma of eyelid, including canthus"
DIAG-ICD9,173,17312,malig_solid,"Squamous cell carcinoma of eyelid, including canthus"
DIAG-ICD9,173,17319,malig_solid,"Other specified malignant neoplasm of eyelid, including canthus"
DIAG-ICD9,173,1732,malig_solid,Unspecified malignant neoplasm of skin of ear and external auditory canal
DIAG-ICD9,173,17321,malig_solid,Basal cell carcinoma of skin of ear and external auditory canal
DIAG-ICD9,173,17322,malig_solid,Squamous cell carcinoma of skin of ear and external auditory canal
DIAG-ICD9,173,17329,malig_solid,Other specified malignant neoplasm of skin of ear and external auditory canal
DIAG-ICD9,173,1733,malig_solid,Unspecified malignant neoplasm of skin of other and unspecified parts of face
DIAG-ICD9,173,17331,malig_solid,Basal cell carcinoma of skin of other and unspecified parts of face
DIAG-ICD9,173,17332,malig_solid,Squamous cell carcinoma of skin of other and unspecified parts of face
DIAG-ICD9,173,17339,malig_solid,Other specified malignant neoplasm of skin of other and unspecified parts of face
DIAG-ICD9,173,1734,malig_solid,Unspecified malignant neoplasm of scalp and skin of neck
DIAG-ICD9,173,17341,malig_solid,Basal cell carcinoma of scalp and skin of neck
DIAG-ICD9,173,17342,malig_solid,Squamous cell carcinoma of scalp and skin of neck
DIAG-ICD9,173,17349,malig_solid,Other specified malignant neoplasm of scalp and skin of neck
DIAG-ICD9,173,1735,malig_solid,"Unspecified malignant neoplasm of skin of trunk, except scrotum"
DIAG-ICD9,173,17351,malig_solid,"Basal cell carcinoma of skin of trunk, except scrotum"
DIAG-ICD9,173,17352,malig_solid,"Squamous cell carcinoma of skin of trunk, except scrotum"
DIAG-ICD9,173,17359,malig_solid,"Other specified malignant neoplasm of skin of trunk, except scrotum"
DIAG-ICD9,173,1736,malig_solid,"Unspecified malignant neoplasm of skin of upper limb, including shoulder"
DIAG-ICD9,173,17361,malig_solid,"Basal cell carcinoma of skin of upper limb, including shoulder"
DIAG-ICD9,173,17362,malig_solid,"Squamous cell carcinoma of skin of upper limb, including shoulder"
DIAG-ICD9,173,17369,malig_solid,"Other specified malignant neoplasm of skin of upper limb, including shoulder"
DIAG-ICD9,173,1737,malig_solid,"Unspecified malignant neoplasm of skin of lower limb, including hip"
DIAG-ICD9,173,17371,malig_solid,"Basal cell carcinoma of skin of lower limb, including hip"
DIAG-ICD9,173,17372,malig_solid,"Squamous cell carcinoma of skin of lower limb, including hip"
DIAG-ICD9,173,17379,malig_solid,"Other specified malignant neoplasm of skin of lower limb, including hip"
DIAG-ICD9,173,1738,malig_solid,Unspecified malignant neoplasm of other specified sites of skin
DIAG-ICD9,173,17381,malig_solid,Basal cell carcinoma of other specified sites of skin
DIAG-ICD9,173,17382,malig_solid,Squamous cell carcinoma of other specified sites of skin
DIAG-ICD9,173,17389,malig_solid,Other specified malignant neoplasm of other specified sites of skin
DIAG-ICD9,173,1739,malig_solid,"Unspecified malignant neoplasm of skin, site unspecified"
DIAG-ICD9,173,17391,malig_solid,"Basal cell carcinoma of skin, site unspecified"
DIAG-ICD9,173,17392,malig_solid,"Squamous cell carcinoma of skin, site unspecified"
DIAG-ICD9,173,17399,malig_solid,"Other specified malignant neoplasm of skin, site unspecified"
DIAG-ICD9,174,174,malig_solid,Malignant neoplasm of nipple and areola of female breast
DIAG-ICD9,174,1741,malig_solid,Malignant neoplasm of central portion of female breast
DIAG-ICD9,174,1742,malig_solid,Malignant neoplasm of upper-inner quadrant of female breast
DIAG-ICD9,174,1743,malig_solid,Malignant neoplasm of lower-inner quadrant of female breast
DIAG-ICD9,174,1744,malig_solid,Malignant neoplasm of upper-outer quadrant of female breast
DIAG-ICD9,174,1745,malig_solid,Malignant neoplasm of lower-outer quadrant of female breast
DIAG-ICD9,174,1746,malig_solid,Malignant neoplasm of axillary tail of female breast
DIAG-ICD9,174,1748,malig_solid,Malignant neoplasm of other specified sites of female breast
DIAG-ICD9,174,1749,malig_solid,"Malignant neoplasm of breast (female), unspecified"
DIAG-ICD9,175,175,malig_solid,Malignant neoplasm of nipple and areola of male breast
DIAG-ICD9,175,1759,malig_solid,Malignant neoplasm of other and unspecified sites of male breast
DIAG-ICD9,176,176,malig_solid,"Kaposi's sarcoma, skin"
DIAG-ICD9,176,1761,malig_solid,"Kaposi's sarcoma, soft tissue"
DIAG-ICD9,176,1762,malig_solid,"Kaposi's sarcoma, palate"
DIAG-ICD9,176,1763,malig_solid,"Kaposi's sarcoma, gastrointestinal sites"
DIAG-ICD9,176,1764,malig_solid,"Kaposi's sarcoma, lung"
DIAG-ICD9,176,1765,malig_solid,"Kaposi's sarcoma, lymph nodes"
DIAG-ICD9,176,1768,malig_solid,"Kaposi's sarcoma, other specified sites"
DIAG-ICD9,176,1769,malig_solid,"Kaposi's sarcoma, unspecified site"
DIAG-ICD9,179,179,malig_solid,"Malignant neoplasm of uterus, part unspecified"
DIAG-ICD9,180,180,malig_solid,Malignant neoplasm of endocervix
DIAG-ICD9,180,1801,malig_solid,Malignant neoplasm of exocervix
DIAG-ICD9,180,1808,malig_solid,Malignant neoplasm of other specified sites of cervix
DIAG-ICD9,180,1809,malig_solid,"Malignant neoplasm of cervix uteri, unspecified site"
DIAG-ICD9,181,181,malig_solid,Malignant neoplasm of placenta
DIAG-ICD9,182,182,malig_solid,"Malignant neoplasm of corpus uteri, except isthmus"
DIAG-ICD9,182,1821,malig_solid,Malignant neoplasm of isthmus
DIAG-ICD9,182,1828,malig_solid,Malignant neoplasm of other specified sites of body of uterus
DIAG-ICD9,183,183,malig_solid,Malignant neoplasm of ovary
DIAG-ICD9,183,1832,malig_solid,Malignant neoplasm of fallopian tube
DIAG-ICD9,183,1833,malig_solid,Malignant neoplasm of broad ligament of uterus
DIAG-ICD9,183,1834,malig_solid,Malignant neoplasm of parametrium
DIAG-ICD9,183,1835,malig_solid,Malignant neoplasm of round ligament of uterus
DIAG-ICD9,183,1838,malig_solid,Malignant neoplasm of other specified sites of uterine adnexa
DIAG-ICD9,183,1839,malig_solid,"Malignant neoplasm of uterine adnexa, unspecified site"
DIAG-ICD9,184,184,malig_solid,Malignant neoplasm of vagina
DIAG-ICD9,184,1841,malig_solid,Malignant neoplasm of labia majora
DIAG-ICD9,184,1842,malig_solid,Malignant neoplasm of labia minora
DIAG-ICD9,184,1843,malig_solid,Malignant neoplasm of clitoris
DIAG-ICD9,184,1844,malig_solid,"Malignant neoplasm of vulva, unspecified site"
DIAG-ICD9,184,1848,malig_solid,Malignant neoplasm of other specified sites of female genital organs
DIAG-ICD9,184,1849,malig_solid,"Malignant neoplasm of female genital organ, site unspecified"
DIAG-ICD9,185,185,malig_solid,Malignant neoplasm of prostate
DIAG-ICD9,186,186,malig_solid,Malignant neoplasm of undescended testis
DIAG-ICD9,186,1869,malig_solid,Malignant neoplasm of other and unspecified testis
DIAG-ICD9,187,1871,malig_solid,Malignant neoplasm of prepuce
DIAG-ICD9,187,1872,malig_solid,Malignant neoplasm of glans penis
DIAG-ICD9,187,1873,malig_solid,Malignant neoplasm of body of penis
DIAG-ICD9,187,1874,malig_solid,"Malignant neoplasm of penis, part unspecified"
DIAG-ICD9,187,1875,malig_solid,Malignant neoplasm of epididymis
DIAG-ICD9,187,1876,malig_solid,Malignant neoplasm of spermatic cord
DIAG-ICD9,187,1877,malig_solid,Malignant neoplasm of scrotum
DIAG-ICD9,187,1878,malig_solid,Malignant neoplasm of other specified sites of male genital organs
DIAG-ICD9,187,1879,malig_solid,"Malignant neoplasm of male genital organ, site unspecified"
DIAG-ICD9,188,188,malig_solid,Malignant neoplasm of trigone of urinary bladder
DIAG-ICD9,188,1881,malig_solid,Malignant neoplasm of dome of urinary bladder
DIAG-ICD9,188,1882,malig_solid,Malignant neoplasm of lateral wall of urinary bladder
DIAG-ICD9,188,1883,malig_solid,Malignant neoplasm of anterior wall of urinary bladder
DIAG-ICD9,188,1884,malig_solid,Malignant neoplasm of posterior wall of urinary bladder
DIAG-ICD9,188,1885,malig_solid,Malignant neoplasm of bladder neck
DIAG-ICD9,188,1886,malig_solid,Malignant neoplasm of ureteric orifice
DIAG-ICD9,188,1887,malig_solid,Malignant neoplasm of urachus
DIAG-ICD9,188,1888,malig_solid,Malignant neoplasm of other specified sites of bladder
DIAG-ICD9,188,1889,malig_solid,"Malignant neoplasm of bladder, part unspecified"
DIAG-ICD9,189,189,malig_solid,"Malignant neoplasm of kidney, except pelvis"
DIAG-ICD9,189,1891,malig_solid,Malignant neoplasm of renal pelvis
DIAG-ICD9,189,1892,malig_solid,Malignant neoplasm of ureter
DIAG-ICD9,189,1893,malig_solid,Malignant neoplasm of urethra
DIAG-ICD9,189,1894,malig_solid,Malignant neoplasm of paraurethral glands
DIAG-ICD9,189,1898,malig_solid,Malignant neoplasm of other specified sites of urinary organs
DIAG-ICD9,189,1899,malig_solid,"Malignant neoplasm of urinary organ, site unspecified"
DIAG-ICD9,190,190,malig_solid,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
DIAG-ICD9,190,1901,malig_solid,Malignant neoplasm of orbit
DIAG-ICD9,190,1902,malig_solid,Malignant neoplasm of lacrimal gland
DIAG-ICD9,190,1903,malig_solid,Malignant neoplasm of conjunctiva
DIAG-ICD9,190,1904,malig_solid,Malignant neoplasm of cornea
DIAG-ICD9,190,1905,malig_solid,Malignant neoplasm of retina
DIAG-ICD9,190,1906,malig_solid,Malignant neoplasm of choroid
DIAG-ICD9,190,1907,malig_solid,Malignant neoplasm of lacrimal duct
DIAG-ICD9,190,1908,malig_solid,Malignant neoplasm of other specified sites of eye
DIAG-ICD9,190,1909,malig_solid,"Malignant neoplasm of eye, part unspecified"
DIAG-ICD9,191,191,malig_solid,"Malignant neoplasm of cerebrum, except lobes and ventricles"
DIAG-ICD9,191,1911,malig_solid,Malignant neoplasm of frontal lobe
DIAG-ICD9,191,1912,malig_solid,Malignant neoplasm of temporal lobe
DIAG-ICD9,191,1913,malig_solid,Malignant neoplasm of parietal lobe
DIAG-ICD9,191,1914,malig_solid,Malignant neoplasm of occipital lobe
